PRODUCE,COST PER POUND,POUNDS SOLD
Celery,3.07,24
Lemon,1.29,9.4
Orange,1.09,9.8
Beets,1.51,0.6
Green beans,2.52,5.3
Garlic,1.19,21.7
Green peppers,1.89,3
Ginger,5.13,0.6
Daikon,1.4,3.1
Cucumber,1.07,1.8
Watermelon,0.66,36.7
Coconuts,1.18,5.1
Eggplant,2.32,26.8
Okra,2.26,27.9
Asparagus,2.49,11.7
Corn,1.07,31.4
Bananas,0.86,15.4
Butternut squash,1.28,19.5
Grapes,2.63,3.6
Apples,1.88,39.9
Carrots,1.26,2.2
Apples,1.88,32.5
Garlic,1.19,14.7
Yellow peppers,2.87,3.8
Green beans,2.52,27.5
Parsnips,2.27,12.8
Yellow peppers,2.87,9.2
Corn,1.07,36.3
Asparagus,2.49,23.8
Red onion,0.78,25.9
Butternut squash,1.28,12.4
Ginger,5.13,35.1
Carrots,1.26,29.9
Tomatoes,3.16,36.7
Yellow peppers,2.87,1.4
Daikon,1.4,3.3
Strawberries,4.4,22.4
Apples,1.88,2.3
Eggplant,2.32,5.9
Celery,3.07,8.3
Lime,1.06,10.8
Red onion,0.78,6.1
Lettuce,1.88,19.9
Eggplant,2.32,10.8
Lime,1.06,17
Tomatoes,3.16,4
Red onion,0.78,18.4
Grapes,2.63,17
Carrots,1.26,7.3
Orange,1.09,11.3
Asparagus,2.49,11.5
Apricots,3.71,13.7
Corn,1.07,15.8
Celery,3.07,9.5
Kale,5.02,14.9
Butternut squash,1.28,19.9
Celery,3.07,26.4
Yellow peppers,2.87,11.9
Parsnips,2.27,27.9
Asparagus,2.49,13.3
Orange,1.09,31.6
Kale,5.02,19.4
Cucumber,1.07,30.2
Apples,1.88,11.6
Strawberries,4.4,9.1
Lemon,1.29,23
Grapes,2.63,24.8
Orange,1.09,29.4
Green beans,2.52,19.1
Apricots,3.71,34.3
Lettuce,1.88,22
Corn,1.07,5.7
Ginger,5.13,29.5
Strawberries,4.4,17
Apples,1.88,18.1
Avocados,3.23,5.4
Beets,1.51,20.8
Coconuts,1.18,18.5
Garlic,1.19,5.8
Papaya,1.34,31.7
Spinach,4.12,12.9
Spinach,4.12,26.1
Red onion,0.78,14.5
Green beans,2.52,2.5
Green cabbage,0.8,28.4
Grapefruit,0.76,4
Avocados,3.23,14.6
Bok choy,1.42,38
Okra,2.26,13.9
Apricots,3.71,21.3
Lettuce,1.88,22.5
Corn,1.07,24.3
Coconuts,1.18,18.4
Brussels sprouts,1.65,38.1
Brussels sprouts,1.65,14.2
Garlic,1.19,16.9
Coconuts,1.18,28.9
Coconuts,1.18,28.6
Avocados,3.23,27.4
Apples,1.88,10.6
Fava beans,2.69,30
Cherries,9.5,1
Beets,1.51,15.2
Coconuts,1.18,22.6
Lettuce,1.88,21.1
Bok choy,1.42,18.6
Watermelon,0.66,39.6
Corn,1.07,8.3
Green cabbage,0.8,11.2
Brussels sprouts,1.65,8.4
Yellow peppers,2.87,34.8
Orange,1.09,38.3
Butternut squash,1.28,8.7
Watermelon,0.66,17
Bananas,0.86,20.8
Avocados,3.23,21.2
Tomatoes,3.16,20.9
Orange,1.09,13
Lettuce,1.88,12
Apricots,3.71,23.4
Potatoes,0.86,11.7
Cucumber,1.07,18.2
Bananas,0.86,25.8
Coconuts,1.18,39
Tomatoes,3.16,16.4
Potatoes,0.86,38.7
Corn,1.07,14.2
Papaya,1.34,16.3
Red onion,0.78,39.5
Bananas,0.86,4.2
Lemon,1.29,20.1
Eggplant,2.32,28.7
Celery,3.07,35.4
Garlic,1.19,36.9
Cherries,9.5,37.4
Strawberries,4.4,39.4
Ginger,5.13,16.4
Okra,2.26,2.1
Cucumber,1.07,39.6
Butternut squash,1.28,17.3
Ginger,5.13,38.1
Green peppers,1.89,11
Corn,1.07,8.6
Yellow peppers,2.87,9.9
Beets,1.51,38.9
Eggplant,2.32,28.7
Asparagus,2.49,24.4
Butternut squash,1.28,37.1
Cherries,9.5,14.2
Green peppers,1.89,14.7
Eggplant,2.32,24.3
Green beans,2.52,1.4
Bananas,0.86,10.3
Papaya,1.34,25
Fava beans,2.69,12.9
Cherries,9.5,1.9
Lemon,1.29,2.1
Avocados,3.23,37.4
Kale,5.02,12.3
Daikon,1.4,9.4
Garlic,1.19,15.6
Eggplant,2.32,17.1
Celery,3.07,21.8
Apricots,3.71,23.3
Asparagus,2.49,12.4
Kale,5.02,15.2
Celery,3.07,6.6
Apples,1.88,37.3
Apricots,3.71,37.3
Kale,5.02,26.6
Okra,2.26,2.2
Beets,1.51,1.8
Brussels sprouts,1.65,0.6
Okra,2.26,11.8
Lettuce,1.88,3.7
Beets,1.51,33.9
Red onion,0.78,25.1
Watermelon,0.66,35.8
Parsnips,2.27,23.7
Lettuce,1.88,35.3
Coconuts,1.18,19.4
Garlic,1.19,19.3
Grapefruit,0.76,20.7
Fava beans,2.69,14.3
Asparagus,2.49,34.4
Eggplant,2.32,35.4
Bok choy,1.42,28.1
Grapes,2.63,34.5
Eggplant,2.32,33.7
Coconuts,1.18,14.6
Corn,1.07,23.4
Cucumber,1.07,23.1
Butternut squash,1.28,30
Cucumber,1.07,20.9
Lime,1.06,5.2
Kale,5.02,9.1
Okra,2.26,1
Fava beans,2.69,4.8
Avocados,3.23,32.7
Tomatoes,3.16,30.5
Bok choy,1.42,10.8
Ginger,5.13,20.5
Avocados,3.23,10.1
Lettuce,1.88,4.9
Cucumber,1.07,39
Red onion,0.78,11.7
Butternut squash,1.28,2.1
Daikon,1.4,19.7
Tomatoes,3.16,38.9
Tomatoes,3.16,1.3
Watermelon,0.66,37.1
Lemon,1.29,7.5
Apples,1.88,10.8
Okra,2.26,32
Kale,5.02,1.4
Bok choy,1.42,37.5
Brussels sprouts,1.65,17.8
Corn,1.07,3.7
Eggplant,2.32,20.9
Potatoes,0.86,30.8
Lettuce,1.88,8.1
Beets,1.51,38.4
Lime,1.06,13.6
Green cabbage,0.8,28.6
Brussels sprouts,1.65,1.7
Red onion,0.78,15
Asparagus,2.49,18.3
Green beans,2.52,34.6
Asparagus,2.49,25.1
Cucumber,1.07,13.9
Lettuce,1.88,29.2
Okra,2.26,27
Orange,1.09,26.3
Orange,1.09,11.5
Avocados,3.23,22
Bananas,0.86,33.1
Bananas,0.86,30.3
Strawberries,4.4,10.5
Lime,1.06,16.2
Grapefruit,0.76,6.6
Yellow peppers,2.87,33.7
Butternut squash,1.28,30.9
Ginger,5.13,25
Garlic,1.19,38.9
Red onion,0.78,37.1
Grapefruit,0.76,38.1
Coconuts,1.18,22.5
Avocados,3.23,38.7
Garlic,1.19,37
Cucumber,1.07,26.2
Grapefruit,0.76,40
Strawberries,4.4,19.8
Cherries,9.5,37.4
Lettuce,1.88,29.6
Ginger,5.13,38.2
Parsnips,2.27,23.9
Cucumber,1.07,17.2
Eggplant,2.32,19.6
Green peppers,1.89,18
Beets,1.51,24.8
Grapefruit,0.76,1.5
Eggplant,2.32,8.4
Ginger,5.13,17
Potatoes,0.86,37.6
Carrots,1.26,23.8
Orange,1.09,19
Grapefruit,0.76,33.9
Coconuts,1.18,9.8
Lemon,1.29,38.7
Grapes,2.63,31.7
Red onion,0.78,14.7
Green cabbage,0.8,23.3
Red onion,0.78,14.8
Bok choy,1.42,27.1
Fava beans,2.69,10.4
Bananas,0.86,19.3
Bok choy,1.42,39.5
Spinach,4.12,35.3
Apricots,3.71,5.5
Asparagus,2.49,1
Orange,1.09,3.7
Spinach,4.12,20.6
Bananas,0.86,23
Asparagus,2.49,30
Cucumber,1.07,3.6
Grapefruit,0.76,12.2
Grapes,2.63,19.3
Bananas,0.86,21.3
Brussels sprouts,1.65,35.1
Yellow peppers,2.87,1.2
Bananas,0.86,28.2
Kale,5.02,25.6
Apricots,3.71,28.3
Kale,5.02,1
Tomatoes,3.16,2.7
Papaya,1.34,26.8
Corn,1.07,33.8
Strawberries,4.4,27.3
Garlic,1.19,8.6
Carrots,1.26,24
Fava beans,2.69,29.7
Tomatoes,3.16,16.6
Orange,1.09,9.4
Corn,1.07,27.7
Grapefruit,0.76,24.3
Carrots,1.26,19.6
Grapes,2.63,27.2
Parsnips,2.27,29.9
Asparagus,2.49,27.6
Grapes,2.63,2.2
Grapefruit,0.76,24.4
Corn,1.07,9.6
Apples,1.88,7.7
Tomatoes,3.16,39.7
Apricots,3.71,27
Green peppers,1.89,3.4
Orange,1.09,4.3
Carrots,1.26,37
Parsnips,2.27,1.7
Ginger,5.13,10.2
Strawberries,4.4,4.6
Garlic,1.19,1.3
Cherries,9.5,3
Corn,1.07,35.6
Yellow peppers,2.87,12.9
Brussels sprouts,1.65,27
Beets,1.51,34.7
Carrots,1.26,13.2
Lettuce,1.88,23.8
Grapes,2.63,8.8
Red onion,0.78,24.6
Apricots,3.71,36.4
Orange,1.09,18.6
Kale,5.02,37.9
Potatoes,0.86,9
Apricots,3.71,2.3
Apricots,3.71,39.9
Parsnips,2.27,13.9
Grapes,2.63,11.2
Orange,1.09,9.9
Cherries,9.5,30
Apples,1.88,31.5
Parsnips,2.27,32.8
Grapefruit,0.76,39.8
Coconuts,1.18,0.9
Brussels sprouts,1.65,24.6
Cucumber,1.07,36.9
Celery,3.07,31.1
Cherries,9.5,24.8
Green cabbage,0.8,39.8
Spinach,4.12,29.8
Grapes,2.63,25.1
Grapes,2.63,25.4
Grapefruit,0.76,22.6
Cherries,9.5,23.6
Potatoes,0.86,0.9
Carrots,1.26,30.2
Ginger,5.13,17.7
Papaya,1.34,34.5
Coconuts,1.18,25.7
Brussels sprouts,1.65,26
Carrots,1.26,14.1
Spinach,4.12,19.4
Green beans,2.52,3.1
Garlic,1.19,3.6
Cherries,9.5,11.4
Celery,3.07,25.8
Coconuts,1.18,27.2
Avocados,3.23,7
Orange,1.09,3.5
Green beans,2.52,6.6
Papaya,1.34,5.5
Corn,1.07,36.4
Beets,1.51,23.4
Fava beans,2.69,13.2
Coconuts,1.18,7
Green beans,2.52,4.7
Daikon,1.4,24.7
Lemon,1.29,28.9
Green peppers,1.89,27.1
Lemon,1.29,32.5
Apples,1.88,35.2
Fava beans,2.69,23.8
Orange,1.09,37.6
Bok choy,1.42,0.5
Carrots,1.26,27.5
Green cabbage,0.8,8.2
Grapes,2.63,4.2
Strawberries,4.4,23.6
Beets,1.51,1
Garlic,1.19,30.2
Bananas,0.86,28.4
Okra,2.26,29.4
Celery,3.07,17.6
Lemon,1.29,20
Brussels sprouts,1.65,9.1
Red onion,0.78,38.9
Orange,1.09,19.6
Grapes,2.63,30.1
Cucumber,1.07,16.2
Butternut squash,1.28,1.5
Asparagus,2.49,28.1
Beets,1.51,25.2
Okra,2.26,24.1
Apples,1.88,10.1
Spinach,4.12,29.4
Daikon,1.4,6.5
Asparagus,2.49,15.2
Spinach,4.12,21.3
Bananas,0.86,1.6
Celery,3.07,23.7
Tomatoes,3.16,26.1
Tomatoes,3.16,23.3
Bok choy,1.42,39.5
Grapes,2.63,15.2
Coconuts,1.18,37.7
Okra,2.26,39.5
Spinach,4.12,5.4
Carrots,1.26,9.4
Kale,5.02,12.9
Garlic,1.19,6.1
Orange,1.09,22.3
Brussels sprouts,1.65,16.4
Watermelon,0.66,0.8
Fava beans,2.69,31.9
Spinach,4.12,36
Ginger,5.13,11.8
Bok choy,1.42,12.4
Fava beans,2.69,23.3
Lemon,1.29,1.3
Watermelon,0.66,6.7
Lemon,1.29,32.8
Bok choy,1.42,34.3
Celery,3.07,4.5
Cherries,9.5,5.9
Carrots,1.26,16.4
Strawberries,4.4,1.8
Green beans,2.52,36.8
Daikon,1.4,34.1
Cherries,9.5,0.9
Coconuts,1.18,38
Celery,3.07,26.6
Eggplant,2.32,32.6
Apples,1.88,13.6
Beets,1.51,8.2
Okra,2.26,38.5
Green peppers,1.89,20.8
Fava beans,2.69,3.7
Garlic,1.19,6
Parsnips,2.27,0.7
Coconuts,1.18,35.1
Green cabbage,0.8,7.6
Avocados,3.23,11.1
Cucumber,1.07,14.9
Grapes,2.63,25.9
Grapefruit,0.76,13.9
Asparagus,2.49,17.5
Asparagus,2.49,15.7
Orange,1.09,13.5
Green beans,2.52,2.5
Cherries,9.5,16.9
Apples,1.88,28.1
Apricots,3.71,32.8
Bananas,0.86,18.1
Butternut squash,1.28,17.1
Apples,1.88,39
Grapes,2.63,5.5
Lime,1.06,15
Red onion,0.78,11
Ginger,5.13,37.8
Apples,1.88,11.9
Apples,1.88,24.3
Potatoes,0.86,39.1
Garlic,1.19,21.4
Kale,5.02,37.2
Green peppers,1.89,38.2
Tomatoes,3.16,37.2
Beets,1.51,25.6
Bok choy,1.42,23.4
Carrots,1.26,23.6
Kale,5.02,2.4
Apricots,3.71,15.4
Yellow peppers,2.87,5.6
Bananas,0.86,32.7
Spinach,4.12,27.7
Fava beans,2.69,40
Avocados,3.23,29.5
Bok choy,1.42,17.3
Green cabbage,0.8,8.7
Asparagus,2.49,2.1
Green cabbage,0.8,33.1
Brussels sprouts,1.65,29.3
Apples,1.88,3.4
Green cabbage,0.8,3.7
Corn,1.07,38.4
Lime,1.06,10.7
Apricots,3.71,5.7
Okra,2.26,27.8
Okra,2.26,21.9
Coconuts,1.18,27.4
Red onion,0.78,11.8
Daikon,1.4,35.5
Ginger,5.13,4.2
Lime,1.06,6.6
Red onion,0.78,26.9
Grapefruit,0.76,25.3
Brussels sprouts,1.65,17.1
Celery,3.07,13.9
Beets,1.51,15.2
Asparagus,2.49,16.7
Parsnips,2.27,39.5
Parsnips,2.27,2.1
Lime,1.06,2.7
Bok choy,1.42,20.8
Bok choy,1.42,0.6
Beets,1.51,30.1
Okra,2.26,12.6
Orange,1.09,30.9
Fava beans,2.69,24.8
Corn,1.07,4.5
Daikon,1.4,29.2
Bananas,0.86,11.7
Daikon,1.4,33.9
Orange,1.09,23.9
Potatoes,0.86,38.1
Tomatoes,3.16,30.2
Apples,1.88,30.1
Yellow peppers,2.87,30.2
Beets,1.51,34
Green beans,2.52,22.8
Asparagus,2.49,38.4
Tomatoes,3.16,38.2
Fava beans,2.69,27.9
Red onion,0.78,30.6
Bananas,0.86,25.7
Okra,2.26,28.4
Tomatoes,3.16,20.1
Grapes,2.63,26.5
Papaya,1.34,32
Fava beans,2.69,27.7
Lemon,1.29,5.7
Corn,1.07,5.9
Celery,3.07,6.5
Ginger,5.13,8.8
Brussels sprouts,1.65,9.5
Garlic,1.19,24.5
Kale,5.02,39.7
Lemon,1.29,9.8
Parsnips,2.27,17.8
Lettuce,1.88,28.8
Bananas,0.86,19.7
Lime,1.06,32.4
Avocados,3.23,25.8
Bananas,0.86,10.6
Green cabbage,0.8,32.4
Tomatoes,3.16,19.9
Grapes,2.63,18.6
Fava beans,2.69,31.4
Corn,1.07,37
Apples,1.88,9.5
Kale,5.02,7
Brussels sprouts,1.65,37.3
Yellow peppers,2.87,10.8
Apples,1.88,12
Watermelon,0.66,14.3
Kale,5.02,4.5
Green beans,2.52,8.2
Asparagus,2.49,29.8
Fava beans,2.69,19.2
Cherries,9.5,16.9
Asparagus,2.49,37.6
Daikon,1.4,16.6
Lime,1.06,4.8
Strawberries,4.4,21
Apples,1.88,33.7
Butternut squash,1.28,38.2
Bok choy,1.42,17.6
Apricots,3.71,34.9
Garlic,1.19,38.4
Red onion,0.78,10.7
Potatoes,0.86,30.4
Red onion,0.78,10.7
Brussels sprouts,1.65,32.3
Watermelon,0.66,40
Tomatoes,3.16,23.8
Eggplant,2.32,4.8
Apples,1.88,11.2
Carrots,1.26,3.2
Lime,1.06,24.1
Asparagus,2.49,24.8
Carrots,1.26,32.1
Lemon,1.29,5.8
Coconuts,1.18,34.5
Yellow peppers,2.87,22.8
Coconuts,1.18,21.4
Okra,2.26,33.6
Celery,3.07,10.3
Beets,1.51,34.2
Green peppers,1.89,21
Tomatoes,3.16,35.5
Tomatoes,3.16,25.4
Asparagus,2.49,23.1
Orange,1.09,23.6
Grapes,2.63,14.9
Papaya,1.34,30.7
Grapefruit,0.76,18.3
Butternut squash,1.28,39.6
Strawberries,4.4,31.1
Carrots,1.26,23.1
Bananas,0.86,10.2
Daikon,1.4,33.8
Apples,1.88,9
Ginger,5.13,19.8
Garlic,1.19,2.4
Lemon,1.29,7.7
Lettuce,1.88,6.7
Green cabbage,0.8,31.4
Coconuts,1.18,2.6
Bok choy,1.42,23
Red onion,0.78,32.7
Kale,5.02,18
Carrots,1.26,24.5
Garlic,1.19,6.8
Brussels sprouts,1.65,15.1
Watermelon,0.66,32.4
Lemon,1.29,39.4
Lemon,1.29,14.8
Fava beans,2.69,20.5
Garlic,1.19,16.6
Coconuts,1.18,1.1
Kale,5.02,20.6
Lemon,1.29,33
Parsnips,2.27,38.8
Green peppers,1.89,9.6
Brussels sprouts,1.65,3.5
Orange,1.09,15.9
Yellow peppers,2.87,35.9
Avocados,3.23,7.4
Grapes,2.63,36.2
Daikon,1.4,26.3
Orange,1.09,28.1
Tomatoes,3.16,30.9
Carrots,1.26,20.6
Potatoes,0.86,36.2
Cucumber,1.07,10.9
Corn,1.07,27.2
Apples,1.88,19.7
Fava beans,2.69,10
Yellow peppers,2.87,6.9
Green peppers,1.89,19.7
Green cabbage,0.8,36.5
Coconuts,1.18,31
Orange,1.09,27.8
Spinach,4.12,36.3
Lemon,1.29,20.7
Coconuts,1.18,33
Watermelon,0.66,19.5
Bok choy,1.42,5.1
Daikon,1.4,8.9
Daikon,1.4,26.2
Kale,5.02,28.1
Grapes,2.63,14.2
Bok choy,1.42,32.1
Ginger,5.13,8.8
Tomatoes,3.16,17.2
Carrots,1.26,15.6
Fava beans,2.69,9.5
Eggplant,2.32,10.8
Strawberries,4.4,24.6
Green cabbage,0.8,3.4
Fava beans,2.69,1.6
Avocados,3.23,34
Coconuts,1.18,15.9
Avocados,3.23,13.4
Carrots,1.26,26.8
Red onion,0.78,33.2
Apples,1.88,3.2
Lime,1.06,1.3
Parsnips,2.27,33.7
Yellow peppers,2.87,36.8
Green peppers,1.89,22.8
Beets,1.51,26.6
Potatoes,0.86,10
Ginger,5.13,38.1
Apricots,3.71,32.1
Strawberries,4.4,10.3
Bananas,0.86,31.5
Avocados,3.23,2.3
Grapefruit,0.76,11.5
Ginger,5.13,7.7
Corn,1.07,6.3
Grapefruit,0.76,27.4
Apricots,3.71,34.2
Beets,1.51,3.3
Coconuts,1.18,36
Green beans,2.52,18.9
Papaya,1.34,8.2
Bananas,0.86,10.5
Watermelon,0.66,35.2
Potatoes,0.86,24.1
Beets,1.51,3.9
Spinach,4.12,0.7
Cucumber,1.07,8.9
Garlic,1.19,29.6
Lettuce,1.88,26.1
Fava beans,2.69,16
Corn,1.07,9
Green beans,2.52,26
Grapes,2.63,31.5
Green beans,2.52,35.3
Brussels sprouts,1.65,29.2
Asparagus,2.49,23.8
Spinach,4.12,24.5
Bananas,0.86,12.9
Ginger,5.13,26.8
Kale,5.02,9
Yellow peppers,2.87,36.4
Apples,1.88,27.7
Cherries,9.5,21.1
Red onion,0.78,35.7
Cherries,9.5,1.9
Asparagus,2.49,24.1
Apples,1.88,1.4
Ginger,5.13,10.7
Garlic,1.19,34.6
Ginger,5.13,25.5
Brussels sprouts,1.65,26.9
Garlic,1.19,30.2
Lime,1.06,14.9
Grapefruit,0.76,3.6
Watermelon,0.66,18.7
Tomatoes,3.16,29.2
Grapefruit,0.76,5.5
Red onion,0.78,32.1
Butternut squash,1.28,18.8
Beets,1.51,17.2
Red onion,0.78,4.3
Eggplant,2.32,37.9
Lemon,1.29,26.1
Orange,1.09,24.7
Watermelon,0.66,1.5
Garlic,1.19,15.5
Bok choy,1.42,23.2
Okra,2.26,36.6
Asparagus,2.49,34.1
Yellow peppers,2.87,20.9
Green cabbage,0.8,26.3
Bok choy,1.42,20.5
Apples,1.88,36.9
Green peppers,1.89,29.5
Beets,1.51,23.2
Brussels sprouts,1.65,18.9
Bok choy,1.42,3
Green beans,2.52,34.8
Coconuts,1.18,27.8
Lime,1.06,3.8
Green cabbage,0.8,10.7
Grapefruit,0.76,21.4
Bok choy,1.42,15.9
Papaya,1.34,21.9
Green cabbage,0.8,3.6
Papaya,1.34,21.3
Cherries,9.5,3.9
Yellow peppers,2.87,16
Eggplant,2.32,18
Coconuts,1.18,31.6
Parsnips,2.27,34
Grapes,2.63,19.6
Ginger,5.13,17.2
Coconuts,1.18,18.9
Bok choy,1.42,32.6
Carrots,1.26,18.6
Green peppers,1.89,15.6
Watermelon,0.66,32.7
Garlic,1.19,4.4
Bok choy,1.42,4.5
Orange,1.09,17.8
Green peppers,1.89,39.2
Carrots,1.26,10
Garlic,1.19,32.7
Grapefruit,0.76,2.9
Spinach,4.12,24.1
Papaya,1.34,5.3
Strawberries,4.4,36.3
Corn,1.07,23.2
Grapefruit,0.76,36
Lettuce,1.88,21.8
Green beans,2.52,28.5
Brussels sprouts,1.65,24.9
Green cabbage,0.8,12.3
Orange,1.09,23.9
Parsnips,2.27,17.4
Avocados,3.23,14.4
Fava beans,2.69,5.6
Papaya,1.34,2
Coconuts,1.18,15.8
Bananas,0.86,30.3
Butternut squash,1.28,5
Lemon,1.29,34.7
Okra,2.26,39.7
Cherries,9.5,31.7
Apricots,3.71,7.9
Asparagus,2.49,27.9
Beets,1.51,12.3
Green beans,2.52,18.4
Papaya,1.34,6.8
Watermelon,0.66,18.1
Fava beans,2.69,32.3
Red onion,0.78,32.2
Coconuts,1.18,16.3
Grapefruit,0.76,20.8
Apples,1.88,17
Cucumber,1.07,14.7
Parsnips,2.27,29.3
Orange,1.09,10.3
Beets,1.51,34.5
Papaya,1.34,35.1
Tomatoes,3.16,27.6
Strawberries,4.4,33.2
Cherries,9.5,26.3
Celery,3.07,3.9
Grapefruit,0.76,3
Eggplant,2.32,35.9
Tomatoes,3.16,21
Orange,1.09,17.2
Beets,1.51,14.6
Corn,1.07,26.3
Avocados,3.23,39.5
Kale,5.02,29.7
Papaya,1.34,38.5
Apricots,3.71,22.4
Brussels sprouts,1.65,7.7
Carrots,1.26,35.3
Brussels sprouts,1.65,37.3
Beets,1.51,19
Spinach,4.12,19.4
Lime,1.06,10.2
Green peppers,1.89,34.9
Apples,1.88,24.2
Daikon,1.4,35.4
Fava beans,2.69,28.6
Corn,1.07,19.8
Okra,2.26,16.3
Parsnips,2.27,10.6
Papaya,1.34,36.9
Bok choy,1.42,29.1
Kale,5.02,28
Grapes,2.63,15.2
Butternut squash,1.28,5
Apples,1.88,17.4
Bok choy,1.42,18.8
Okra,2.26,10.9
Bananas,0.86,39.2
Avocados,3.23,35.5
Green beans,2.52,7
Grapes,2.63,1.1
Bok choy,1.42,15.8
Okra,2.26,13.9
Okra,2.26,14
Apples,1.88,8
Apricots,3.71,14.5
Coconuts,1.18,4.3
Strawberries,4.4,34.3
Grapefruit,0.76,20.9
Green cabbage,0.8,9.2
Bok choy,1.42,29.8
Tomatoes,3.16,21
Carrots,1.26,29.1
Carrots,1.26,35.6
Potatoes,0.86,3.5
Cucumber,1.07,24.9
Garlic,1.19,30.4
Coconuts,1.18,23.4
Grapefruit,0.76,37.3
Bananas,0.86,26.7
Lemon,1.29,15.5
Garlic,1.19,27.5
Spinach,4.12,29.5
Ginger,5.13,28.7
Strawberries,4.4,22.9
Garlic,1.19,21.8
Apricots,3.71,37.6
Tomatoes,3.16,31.9
Grapes,2.63,13.4
Butternut squash,1.28,18.6
Watermelon,0.66,35.9
Celery,3.07,8
Tomatoes,3.16,29.3
Grapes,2.63,37
Grapefruit,0.76,24.3
Bananas,0.86,35.2
Spinach,4.12,18.4
Papaya,1.34,1.2
Lime,1.06,3.1
Coconuts,1.18,29
Red onion,0.78,12.7
Garlic,1.19,26.9
Lime,1.06,32.3
Green cabbage,0.8,18.7
Lemon,1.29,25.9
Apricots,3.71,13.1
Apples,1.88,23.8
Watermelon,0.66,22.8
Fava beans,2.69,20.1
Bok choy,1.42,22.7
Garlic,1.19,30.8
Daikon,1.4,11.9
Butternut squash,1.28,23.5
Red onion,0.78,9.2
Orange,1.09,26.9
Strawberries,4.4,24.3
Red onion,0.78,33.7
Red onion,0.78,22.2
Grapefruit,0.76,6.5
Grapefruit,0.76,15
Okra,2.26,36.9
Orange,1.09,18.9
Lemon,1.29,13.4
Parsnips,2.27,4.9
Okra,2.26,27.7
Corn,1.07,11.1
Ginger,5.13,18.9
Celery,3.07,18.8
Avocados,3.23,3
Papaya,1.34,19.6
Red onion,0.78,32
Spinach,4.12,10.3
Apples,1.88,5.6
Butternut squash,1.28,35
Cucumber,1.07,36.7
Red onion,0.78,0.5
Green cabbage,0.8,17.3
Apricots,3.71,17.2
Lettuce,1.88,10.6
Coconuts,1.18,15.6
Bananas,0.86,3.7
Papaya,1.34,26.9
Apricots,3.71,36.6
Coconuts,1.18,23.5
Lettuce,1.88,14.2
Asparagus,2.49,6.7
Carrots,1.26,33.9
Papaya,1.34,15.8
Green cabbage,0.8,13.8
Lettuce,1.88,9.1
Kale,5.02,39.7
Lettuce,1.88,19.5
Lemon,1.29,33
Bok choy,1.42,28.1
Strawberries,4.4,6.5
Red onion,0.78,23
Green beans,2.52,22.8
Yellow peppers,2.87,16.2
Lettuce,1.88,5.4
Red onion,0.78,21.2
Apricots,3.71,2.6
Apples,1.88,36.1
Watermelon,0.66,14.7
Eggplant,2.32,19.1
Daikon,1.4,8.5
Papaya,1.34,10.3
Bananas,0.86,38.9
Grapefruit,0.76,14.5
Papaya,1.34,5.4
Spinach,4.12,25.5
Tomatoes,3.16,35.5
Okra,2.26,31
Butternut squash,1.28,5.3
Yellow peppers,2.87,24
Cucumber,1.07,17.1
Cucumber,1.07,21.4
Brussels sprouts,1.65,15
Cucumber,1.07,2.9
Green peppers,1.89,1.9
Potatoes,0.86,32.5
Green cabbage,0.8,11.5
Orange,1.09,4.6
Butternut squash,1.28,6.4
Green cabbage,0.8,16.3
Apricots,3.71,27.1
Butternut squash,1.28,30.7
Apples,1.88,33.1
Green peppers,1.89,22
Cherries,9.5,11.5
Kale,5.02,8.7
Cherries,9.5,8.9
Cucumber,1.07,24.8
Butternut squash,1.28,25.1
Okra,2.26,20.7
Asparagus,2.49,24.7
Apricots,3.71,14.6
Carrots,1.26,28.9
Brussels sprouts,1.65,15.6
Ginger,5.13,20.2
Bok choy,1.42,31.1
Lime,1.06,39.7
Eggplant,2.32,6.2
Red onion,0.78,33.5
Papaya,1.34,27.5
Green beans,2.52,21.3
Daikon,1.4,9.7
Daikon,1.4,8.1
Coconuts,1.18,25.6
Fava beans,2.69,5.2
Asparagus,2.49,18.8
Apples,1.88,6.1
Grapes,2.63,31.2
Ginger,5.13,18.1
Lime,1.06,13.2
Ginger,5.13,31.8
Ginger,5.13,35.4
Yellow peppers,2.87,3.2
Spinach,4.12,36.8
Kale,5.02,8.8
Fava beans,2.69,11.9
Ginger,5.13,0.5
Bok choy,1.42,28.2
Grapefruit,0.76,20.9
Apricots,3.71,24.1
Brussels sprouts,1.65,11.2
Strawberries,4.4,0.7
Corn,1.07,5.6
Brussels sprouts,1.65,11.1
Brussels sprouts,1.65,10.8
Watermelon,0.66,7
Ginger,5.13,2.9
Yellow peppers,2.87,3.2
Orange,1.09,34.2
Fava beans,2.69,20.4
Green cabbage,0.8,9.8
Strawberries,4.4,38.5
Avocados,3.23,35.2
Red onion,0.78,20.5
Brussels sprouts,1.65,26
Cherries,9.5,5.9
Lime,1.06,16.6
Tomatoes,3.16,18.7
Bok choy,1.42,18.7
Spinach,4.12,31
Brussels sprouts,1.65,27.9
Ginger,5.13,1.7
Celery,3.07,20.3
Butternut squash,1.28,37.1
Eggplant,2.32,0.5
Spinach,4.12,37.7
Beets,1.51,27.7
Spinach,4.12,27.2
Ginger,5.13,18.1
Potatoes,0.86,28.9
Green peppers,1.89,16.5
Daikon,1.4,29.6
Lime,1.06,38.3
Lemon,1.29,16.4
Green cabbage,0.8,34
